	dccuchile/bert-base-spanish-wwm-uncased	dccuchile/bert-base-spanish-wwm-cased	xlm-roberta-base	bert-base-multilingual-uncased	bert-base-multilingual-cased
0	0.8029458235154437	0.8502812939521794	0.8121205271521722	0.8569444444444442	0.8233496110078384
1	0.866261393318355	0.8328723491698176	0.877212221674247	0.8631701280435455	0.8476743017882256
2	0.8515571629495681	0.816539034102325	0.8484478601567209	0.8803639925475365	0.8711121157323691
3	0.8401597347799878	0.7888475624235115	0.7992157104498872	0.8325271247739602	0.8405893684374693
4	0.8460335726158508	0.8286618444846292	0.8519389190275265	0.8693264014466546	0.822938014868394
