	dccuchile/bert-base-spanish-wwm-uncased	dccuchile/bert-base-spanish-wwm-cased	xlm-roberta-base	bert-base-multilingual-uncased	bert-base-multilingual-cased
0	0.660944839267624	0.6559617421959194	0.664081136865947	0.6649325709452287	0.6648454920606814
1	0.6336973329061935	0.6309157438904271	0.6345518932544246	0.6480672105672103	0.650473910758721
2	0.6263092041573053	0.6449857983085829	0.6331657618050022	0.640240859702885	0.6365417107505713
3	0.6409969074526034	0.6591117040484125	0.6761388224995818	0.6645699413104476	0.6494865542333894
4	0.6096180718016161	0.6548979852777321	0.6483042801080778	0.6413157254138268	0.6568976382267522
