	precision	recall	f1-score	support
0	0.6505050505050505	0.784409257003654	0.7112092766427388	821.0
1	0.7044804575786463	0.6042518397383483	0.6505281690140845	1223.0
2	0.9229738780977896	0.9245219724924522	0.9237472766884531	2981.0
accuracy	0.823681592039801	0.823681592039801	0.823681592039801	0.823681592039801
macro avg	0.7593197953938288	0.7710610230781515	0.7618282407817588	5025.0
weighted avg	0.8252794779488242	0.823681592039801	0.8225252534599389	5025.0
