	precision	recall	f1-score	support
0	0.6299283154121864	0.856272838002436	0.7258647392875581	821.0
1	0.7340686274509803	0.4897792313982011	0.5875429131927414	1223.0
2	0.9055932751374071	0.9396175779939617	0.9222917352650642	2981.0
accuracy	0.8165174129353234	0.8165174129353234	0.8165174129353234	0.8165174129353234
macro avg	0.756530072666858	0.7618898824648662	0.7452331292484545	5025.0
weighted avg	0.8188080858727491	0.8165174129353234	0.8087266858935253	5025.0
