	dccuchile/bert-base-spanish-wwm-uncased	xlm-roberta-base	bert-base-multilingual-uncased
0	0.6963256312568191	0.723663494751461	0.7156338852805914
1	0.702205844018165	0.714728526113353	0.7212716674080667
2	0.6777687194605325	0.7121524463179045	0.7017925480369742
3	0.7118925025521607	0.6951412439975303	0.6942965009195361
4	0.6904451193518286	0.6556519397855562	0.7116275231193719
