	dccuchile/bert-base-spanish-wwm-uncased	xlm-roberta-base	bert-base-multilingual-uncased
0	0.6582504520795657	0.658518942379702	0.6814005965904696
1	0.6310265859316488	0.6693963736685253	0.6598992603739435
2	0.659936617531554	0.6492330103089593	0.6660965441028727
3	0.6514359409929028	0.65014795331251	0.6717236701413913
4	0.6336335780956034	0.6721888870623045	0.6744088717189979
