	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8004351265822784	0.6887035251805863	0.6078675192599244	0.8505274261603375
1	0.8275316455696202	0.6583326834909111	0.6792984090452443	0.6876331123166567
2	0.8312895569620253	0.7168797125122912	0.6648454920606814	0.8233496110078384
3	0.830498417721519	0.6330178470022151	0.6807471185635744	0.6381696713975192
4	0.8340585443037974	0.6919271718152386	0.6578857675376661	0.7738894368641202
5	0.8316851265822784	0.7048426224117921	0.6513919624679115	0.8189697609001401
6	0.8229825949367089	0.6386613530637719	0.6932436234651421	0.6380717208248852
7	0.7952927215189873	0.4829945573361727	0.6073024549290373	0.44669502438489783
8	0.8340585443037974	0.712910738799852	0.6466950243848975	0.845429886569127
9	0.8299050632911392	0.6913130759370523	0.6389136355908501	0.800802783714176
10	0.8251582278481012	0.6746699048992616	0.6641567117832942	0.7261804299778978
11	0.8208069620253164	0.6652962764408286	0.6362550599892374	0.7425228779659161
12	0.8212025316455697	0.6457157356170757	0.655304628564122	0.6882294920269602
13	0.8160601265822784	0.6514326600798367	0.638851443914735	0.7127906551957186
14	0.8229825949367089	0.6787031068955862	0.6465457011343088	0.7545676018777282
