	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8223892405063291	0.7059876420405675	0.6602048970719852	0.8028627139386629
1	0.8271360759493671	0.7146367103077549	0.6336973329061935	0.866261393318355
2	0.8326740506329114	0.6814562843504334	0.6665586698814545	0.7523978482839241
3	0.828125	0.6603611725038235	0.6487880614462889	0.7181240524594953
4	0.8259493670886076	0.6308791184104698	0.6610862239026793	0.6397540047856505
5	0.8182357594936709	0.6757868192410548	0.6285191777280381	0.7763914004420329
6	0.8164556962025317	0.6385664750984931	0.6679749575319193	0.6556761101064895
7	0.8111155063291139	0.5483761667305973	0.6830018083182638	0.4978384660346683
8	0.8253560126582279	0.6547306657257865	0.6458961221619446	0.7103023909985928
9	0.8215981012658228	0.6819306477313883	0.6351154998306898	0.7820624874422342
10	0.819620253164557	0.6711199392466441	0.6243298368298368	0.781567799289318
11	0.8142800632911392	0.6724165216807375	0.6480010320200191	0.7447156921840462
12	0.8243670886075949	0.6622868589175364	0.6349539700805522	0.738140446051838
13	0.8225870253164557	0.6531360417068964	0.6355460116536065	0.714175434270371
14	0.819620253164557	0.6692191786976633	0.6246731116984278	0.7639039582077553
