	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.7887658227848101	0.5959213666722387	0.6392213271960104	0.6076775896396149
1	0.8117088607594937	0.6435083267244182	0.7115054249547917	0.6268836648583481
2	0.8198180379746836	0.6970439950943143	0.6552405751772834	0.793044824373938
3	0.8263449367088608	0.7050594792009889	0.6247331079609556	0.869969745444429
4	0.8324762658227848	0.7027780368158948	0.6564771901797215	0.7950767586843532
5	0.8338607594936709	0.7035208251446442	0.6767521508027833	0.7812382413648231
6	0.8399920886075949	0.69670860272567	0.6692617509073204	0.7778019800171697
7	0.8289161392405063	0.7035307542322472	0.6390472221168423	0.8350628801578169
8	0.8356408227848101	0.6880909704831009	0.6853966884030174	0.744809761265457
9	0.821993670886076	0.6899772672277279	0.6390256192471382	0.8017379245227343
