	precision	recall	f1-score	support
0	0.6736947791164659	0.8172959805115713	0.7385800770500826	821.0
1	0.7539267015706806	0.588716271463614	0.6611570247933886	1223.0
2	0.9141184124918673	0.9426366990942636	0.9281585466556566	2981.0
accuracy	0.8360199004975124	0.8360199004975124	0.8360199004975124	0.8360199004975124
macro avg	0.7805799643930046	0.7828829836898162	0.7759652161663758	5025.0
weighted avg	0.8358493049380731	0.8360199004975124	0.8322009775444666	5025.0
