	precision	recall	f1-score	support
0	0.6762295081967213	0.6029232643118149	0.6374758531873793	821.0
1	0.6716791979949874	0.6573998364677024	0.6644628099173554	1223.0
2	0.9076227390180879	0.9426366990942636	0.924798420273161	2981.0
accuracy	0.8177114427860697	0.8177114427860697	0.8177114427860697	0.8177114427860697
macro avg	0.7518438150699321	0.7343199332912603	0.7422456944592986	5025.0
weighted avg	0.8123923324159797	0.8177114427860697	0.8144934891204093	5025.0
