	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8061708860759493	0.7024282456768642	0.6319821528682286	0.8432414104882456
1	0.8146756329113924	0.6961570047218828	0.6163619959506037	0.8473076150291342
2	0.8249604430379747	0.7121656812588345	0.6370362759603265	0.8561982848375249
3	0.8295094936708861	0.7020962963656072	0.6709563994374117	0.7705189325442489
4	0.8273338607594937	0.6921359765595745	0.5980034908832379	0.8803413885692362
5	0.8348496835443038	0.6942965009195361	0.6717236701413913	0.7681610407876226
6	0.8255537974683544	0.7039276069728911	0.630451879344284	0.84203495168685
7	0.8204113924050633	0.6351053989162895	0.6497865179827202	0.6610608800482217
8	0.8239715189873418	0.6548756801811286	0.6736385976892303	0.6777394195115711
9	0.825751582278481	0.6674628800461152	0.6479581072935503	0.734721993899209
