	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.823378164556962	0.6797629029342198	0.6619696056404915	0.7566501360805153
1	0.8344541139240507	0.7220158039937012	0.6559617421959194	0.8502812939521794
2	0.8285205696202531	0.7009478642457636	0.6614837693951615	0.7987745903885144
3	0.8308939873417721	0.6945790226176828	0.6262476271969941	0.8368689151916999
4	0.8087420886075949	0.5374788713396306	0.6677742616033754	0.4770896122161944
5	0.8198180379746836	0.6836036697384037	0.6720124284997702	0.7399136025718303
6	0.8004351265822784	0.5107400367873777	0.6571729957805905	0.44802340767530635
7	0.8123022151898734	0.6531420910106689	0.6327355836849509	0.7122477030704878
8	0.8134889240506329	0.5831820522903918	0.6812060478199716	0.5588112133998208
9	0.819620253164557	0.6324822524777453	0.6247963358722852	0.6998091219610205
10	0.8146756329113924	0.6136769496696213	0.6638436809322882	0.6260057628728511
11	0.8004351265822784	0.5103977773281568	0.6730635925256179	0.44596028092863527
12	0.8130933544303798	0.6472996288278853	0.6658453887884266	0.6664317222861524
13	0.8166534810126582	0.6179672862739648	0.682521645021645	0.6078447220852282
14	0.8146756329113924	0.6449309876809193	0.6625577657223224	0.6733062998885783
