	precision	recall	f1-score	support
0	0.6812903225806451	0.6431181485992692	0.6616541353383458	821.0
1	0.666127728375101	0.6737530662305805	0.6699186991869919	1223.0
2	0.922004646531696	0.9319020462931902	0.9269269269269269	2981.0
accuracy	0.8218905472636816	0.8218905472636816	0.8218905472636816	0.8218905472636816
macro avg	0.756474232495814	0.7495910870410133	0.7528332538174215	5025.0
weighted avg	0.8203998841696406	0.8218905472636816	0.8210343847537598	5025.0
