	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.7996439873417721	0.6781670158710777	0.5912240537240535	0.8490989232286698
1	0.8247626582278481	0.7073728718886851	0.6534485907903628	0.8216068917018279
2	0.8384098101265823	0.7161015034809957	0.6483042801080778	0.8519389190275265
3	0.8370253164556962	0.6953634738444859	0.6971569218404661	0.7407141908724184
4	0.8314873417721519	0.7068636509690087	0.6143260396424955	0.879166438343653
5	0.8320806962025317	0.7121062454634188	0.6270663583954724	0.8726090014064692
6	0.8279272151898734	0.6926793215270121	0.6649019054082347	0.7697599868485945
7	0.8279272151898734	0.6549400413544907	0.6696830419931681	0.6842670515138866
8	0.837618670886076	0.673569412016581	0.6693951266736077	0.7223089322772865
9	0.8388053797468354	0.681212921326865	0.6459525530728062	0.7726532960710175
10	0.8166534810126582	0.640044963832047	0.6009626098233691	0.7325513270133523
11	0.8249604430379747	0.631436763303754	0.6491708537594612	0.6596181069282333
12	0.806368670886076	0.5941513000983157	0.6776873618645769	0.5736832611832613
13	0.8227848101265823	0.6202476052531898	0.6713657825999596	0.6241862567811934
14	0.8241693037974683	0.6522730012712181	0.6391562551372675	0.7162522603978294
