	precision	recall	f1-score	support
0	0.6288252714708786	0.7758830694275274	0.6946564885496184	821.0
1	0.7308132875143184	0.5216680294358136	0.6087786259541985	1223.0
2	0.9041095890410958	0.9520295202952029	0.9274509803921568	2981.0
accuracy	0.8185074626865672	0.8185074626865672	0.8185074626865672	0.8185074626865672
macro avg	0.7545827160087644	0.7498602063861813	0.7436286982986579	5025.0
weighted avg	0.8169553996893749	0.8185074626865672	0.8118568376497992	5025.0
