	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8194224683544303	0.7011703431775047	0.6415851553509779	0.8087895227135731
1	0.8227848101265823	0.6985415570775543	0.602982776716954	0.8861083712349531
2	0.8217958860759493	0.732050630033837	0.6422368946103121	0.8929350010046213
3	0.8409810126582279	0.717772814089485	0.662268339958213	0.8212879244524809
4	0.8285205696202531	0.6690807251776408	0.6935252159935706	0.6876924763000709
5	0.8409810126582279	0.7201224177080465	0.6317831254540109	0.8853149487643159
6	0.8338607594936709	0.6558315697487624	0.7017003214788026	0.663196613513069
7	0.8332674050632911	0.7003847120426262	0.6381187553655906	0.8192350722414012
8	0.8255537974683544	0.6374772945568883	0.6390206312674666	0.6767536963739493
9	0.8320806962025317	0.6934401153465892	0.6378118892359399	0.810164940544687
