	precision	recall	f1-score	support
0	0.6239396795475967	0.8063337393422655	0.7035069075451648	821.0
1	0.7347391786903441	0.5412919051512673	0.623352165725047	1223.0
2	0.911198171727065	0.9362629989936263	0.9235605559232296	2981.0
accuracy	0.8189054726368159	0.8189054726368159	0.8189054726368159	0.8189054726368159
macro avg	0.7566256766550019	0.7612962144957197	0.7501398763978138	5025.0
weighted avg	0.8213178591771639	0.8189054726368159	0.8145418680564099	5025.0
