	precision	recall	f1-score	support
0	0.6270161290322581	0.7576126674786845	0.6861555432984004	821.0
1	0.7081339712918661	0.6050695012264923	0.652557319223986	1223.0
2	0.9253681392235609	0.9275410935927542	0.9264533422683866	2981.0
accuracy	0.8212935323383085	0.8212935323383085	0.8212935323383085	0.8212935323383085
macro avg	0.7535060798492283	0.7634077540993104	0.7550554015969243	5025.0
weighted avg	0.8237513456419644	0.8212935323383085	0.8205310877136281	5025.0
