	precision	recall	f1-score	support
0	0.6729074889867841	0.7442143727161997	0.706766917293233	821.0
1	0.7444561774023232	0.5764513491414555	0.6497695852534563	1223.0
2	0.8987381703470032	0.955719557195572	0.9263534384652903	2981.0
accuracy	0.8288557213930349	0.8288557213930349	0.8288557213930349	0.8288557213930349
macro avg	0.7720339455787034	0.7587950930177424	0.7609633136706598	5025.0
weighted avg	0.8242916296966383	0.8288557213930349	0.8231608839657217	5025.0
