	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8105221518987342	0.6987302710332033	0.6216293200470411	0.8509039308089942
1	0.8279272151898734	0.7169569429663296	0.627209393981546	0.8804372842347523
2	0.839003164556962	0.7205066547063186	0.6480672105672103	0.8631701280435455
3	0.8301028481012658	0.7140613724744126	0.6215054129704166	0.888635222021298
4	0.8269382911392406	0.715830497495172	0.6441195407967555	0.8517982720514362
5	0.8370253164556962	0.7118242123226649	0.6534201733568822	0.8271498894916615
6	0.8231803797468354	0.6149519262551751	0.6677190074341973	0.6161234862184229
7	0.8275316455696202	0.6321064154523222	0.6561110830098171	0.6510612453650426
8	0.8109177215189873	0.6742414292238922	0.6501465833744312	0.7412867371728127
9	0.8085443037974683	0.4803069820474882	0.6777878239903555	0.40324241510950387
10	0.819620253164557	0.6618394654380466	0.6294518772366873	0.7431585292344784
11	0.8022151898734177	0.6276817712470962	0.582113508854015	0.7302337079235811
12	0.8229825949367089	0.6602396196245388	0.648689689354246	0.7163796646391581
13	0.8269382911392406	0.6735348191360465	0.6024858580238326	0.8201515608161176
14	0.8253560126582279	0.6602526641603531	0.6520357279850951	0.7146039965660217
