	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8138844936708861	0.6879355338416945	0.6170160008767606	0.8334045701134309
1	0.8150712025316456	0.69572850294624	0.6199403620289695	0.8436679178767783
2	0.8350474683544303	0.7246392223427138	0.6481151935265859	0.8642014806571766
3	0.8417721518987342	0.7212716674080667	0.6598992603739435	0.8391507753849522
4	0.8397943037974683	0.71003015249121	0.6335859639657107	0.8392505525416916
5	0.8399920886075949	0.7054785686678148	0.6701262345249687	0.7916776261712968
6	0.8247626582278481	0.7146571993842442	0.6189986876695739	0.9013386578259994
7	0.835245253164557	0.6791010542235213	0.6755112152264047	0.7231741008639738
8	0.8251582278481012	0.7024061183729248	0.5972919134311537	0.9044806108097244
9	0.8263449367088608	0.7024682492689754	0.6108055095396866	0.8733775366686759
