	dccuchile/bert-base-spanish-wwm-uncased	xlm-roberta-base	bert-base-multilingual-uncased
0	0.7823574807752017	0.8520772827734852	0.7981903293612155
1	0.8337571008457082	0.8040443733481702	0.8391507753849522
2	0.7424402250351617	0.8380147981413801	0.7867533837470544
3	0.8291687215737847	0.7935108140804337	0.7681610407876226
4	0.806537572835041	0.6781494876431582	0.7921052751748952
