	precision	recall	f1-score	support
0	0.6518928901200369	0.8599269183922046	0.7415966386554621	821.0
1	0.760427807486631	0.5813573180703189	0.6589434661723818	1223.0
2	0.928500166278683	0.9365984568936598	0.9325317301269206	2981.0
accuracy	0.8376119402985075	0.8376119402985075	0.8376119402985075	0.8376119402985075
macro avg	0.7802736212951169	0.7926275644520611	0.7776906116515881	5025.0
weighted avg	0.8424012471684486	0.8376119402985075	0.8347494103429467	5025.0
