	precision	recall	f1-score	support
0	0.6405797101449275	0.807551766138855	0.7144396551724137	821.0
1	0.7564825253664036	0.5486508585445625	0.6360189573459715	1223.0
2	0.9110538188849501	0.948339483394834	0.9293228139381985	2981.0
accuracy	0.8280597014925373	0.8280597014925373	0.8280597014925373	0.8280597014925373
macro avg	0.7693720181320938	0.7681807026927506	0.7599271421521946	5025.0
weighted avg	0.8292428864971408	0.8280597014925373	0.822829343299591	5025.0
