	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.8204113924050633	0.6839980000578817	0.6562396113029022	0.7666038778380546
1	0.8123022151898734	0.5280120547525611	0.7187763713080169	0.454417821981113
2	0.8271360759493671	0.6904451193518286	0.6336335780956034	0.806537572835041
3	0.8247626582278481	0.6873875172303673	0.6485716112298388	0.7850562587904357
4	0.8146756329113924	0.5860627510571665	0.681906771147277	0.5596814577827236
5	0.8176424050632911	0.6606572820111833	0.6237437667817418	0.7570599758890898
6	0.8170490506329114	0.6592423581543579	0.6402246838955702	0.7257459312839059
7	0.8200158227848101	0.6878622270380703	0.6283599487713413	0.8111179608015049
8	0.8239715189873418	0.6699796550584851	0.6447138655999414	0.7418659926571318
9	0.8208069620253164	0.6509415245547038	0.674189453303377	0.6706977094635324
